'sample interval','ABP'
'0.008 sec','mmHg'
153978,65.554
153979,65.085
153980,64.772
153981,64.302
153982,63.990
153983,63.677
153984,63.364
153985,63.051
153986,62.894
153987,62.738
153988,62.581
153989,62.425
153990,62.112
153991,61.799
153992,61.486
153993,61.017
153994,60.548
153995,60.078
153996,59.609
153997,58.983
153998,58.670
153999,58.044
154000,57.731
154001,57.262
154002,56.949
154003,56.636
154004,56.167
154005,55.854
154006,55.541
154007,55.228
154008,54.915
154009,54.915
154010,55.072
154011,55.697
154012,57.106
154013,59.139
154014,61.799
154015,64.928
154016,67.744
154017,70.091
154018,71.812
154019,72.907
154020,74.003
154021,75.254
154022,76.975
154023,79.009
154024,81.512
154025,84.016
154026,86.362
154027,88.396
154028,90.117
154029,91.369
154030,92.308
154031,92.933
154032,93.246
154033,93.246
154034,92.933
154035,92.151
154036,91.056
154037,89.491
154038,87.770
154039,85.737
154040,83.390
154041,81.199
154042,79.322
154043,77.757
154044,76.506
154045,75.567
154046,74.785
154047,73.846
154048,72.751
154049,71.656
154050,70.561
154051,69.622
154052,68.840
154053,68.057
154054,67.432
154055,66.962
154056,66.336
154057,65.867
154058,65.398
154059,64.928
154060,64.459
154061,64.146
154062,63.677
154063,63.364
154064,63.051
154065,62.738
154066,62.425
154067,62.269
154068,62.112
154069,61.799
154070,61.486
154071,61.330
154072,61.173
154073,60.860
154074,60.704
154075,60.391
154076,60.078
154077,59.765
154078,59.296
154079,58.827
154080,58.357
154081,57.731
154082,57.262
154083,56.793
154084,56.480
154085,56.167
154086,55.854
154087,55.541
154088,55.228
154089,54.915
154090,54.602
154091,54.289
154092,54.133
154093,54.133
154094,54.602
154095,55.697
154096,57.731
154097,60.704
154098,63.990
154099,67.432
154100,70.404
154101,72.438
154102,74.003
154103,75.098
154104,76.506
154105,78.383
154106,80.730
154107,83.390
154108,86.362
154109,89.179
154110,91.838
154111,94.029
154112,95.906
154113,97.314
154114,98.253
154115,98.879
154116,99.192
154117,98.879
154118,98.409
154119,97.314
154120,95.906
154121,93.872
154122,91.682
154123,89.179
154124,86.519
154125,84.016
154126,81.512
154127,79.635
154128,78.070
154129,76.819
154130,75.880
154131,74.785
154132,73.690
154133,72.438
154134,71.186
154135,70.091
154136,69.309
154137,68.527
154138,67.901
154139,67.275
154140,66.493
154141,65.867
154142,65.241
154143,64.615
154144,63.990
154145,63.677
154146,63.364
154147,62.894
154148,62.581
154149,62.112
154150,61.799
154151,61.330
154152,61.173
154153,61.017
154154,60.860
154155,60.704
154156,60.548
154157,60.235
154158,59.765
154159,59.296
154160,58.670
154161,58.201
154162,57.731
154163,57.418
154164,57.106
154165,56.636
154166,56.167
154167,55.697
154168,55.228
154169,54.759
154170,54.289
154171,53.977
154172,53.507
154173,53.194
154174,52.725
154175,52.412
154176,52.099
154177,51.943
154178,51.943
154179,52.099
154180,52.881
154181,54.289
154182,56.480
154183,59.452
154184,62.581
154185,65.554
154186,67.744
154187,69.622
154188,70.873
154189,72.438
154190,74.159
154191,76.349
154192,78.853
154193,81.356
154194,83.703
154195,85.737
154196,87.458
154197,89.022
154198,90.117
154199,91.056
154200,91.525
154201,91.682
154202,91.525
154203,90.743
154204,89.648
154205,88.240
154206,86.206
154207,84.016
154208,81.512
154209,79.009
154210,76.819
154211,75.098
154212,73.846
154213,72.907
154214,71.969
154215,70.873
154216,69.778
154217,68.527
154218,67.275
154219,66.180
154220,65.398
154221,64.615
154222,63.990
154223,63.520
154224,62.894
154225,62.269
154226,61.643
154227,61.017
154228,60.548
154229,60.235
154230,59.922
154231,59.765
154232,59.452
154233,58.983
154234,58.670
154235,58.357
154236,58.044
154237,57.731
154238,57.575
154239,57.418
154240,57.262
154241,57.106
154242,56.793
154243,56.636
154244,56.323
154245,56.010
154246,55.697
154247,55.385
154248,55.072
154249,54.759
154250,54.289
154251,53.977
154252,53.664
154253,53.038
154254,52.725
154255,52.099
154256,51.786
154257,51.317
154258,51.004
154259,50.691
154260,50.378
154261,50.065
154262,49.909
154263,49.909
154264,50.065
154265,50.222
154266,51.004
154267,52.256
154268,54.446
154269,57.575
154270,61.017
154271,64.459
154272,67.432
154273,69.622
154274,71.499
154275,73.377
154276,75.567
154277,78.070
154278,81.043
154279,84.016
154280,86.832
154281,89.335
154282,91.682
154283,93.559
154284,94.967
154285,96.063
154286,97.001
154287,97.471
154288,97.627
154289,97.158
154290,96.375
154291,95.280
154292,93.716
154293,91.682
154294,89.335
154295,86.675
154296,84.172
154297,81.669
154298,79.635
154299,78.070
154300,76.819
154301,75.880
154302,74.628
154303,73.377
154304,72.125
154305,70.873
154306,69.935
154307,69.153
154308,68.527
154309,68.057
154310,67.432
154311,66.806
154312,66.180
154313,65.711
154314,65.241
154315,64.772
154316,64.459
154317,64.146
154318,63.833
154319,63.520
154320,63.207
154321,62.894
154322,62.581
154323,62.425
154324,62.269
154325,62.112
154326,61.956
154327,61.799
154328,61.643
154329,61.486
154330,61.173
154331,60.860
154332,60.548
154333,60.235
154334,59.922
154335,59.609
154336,59.139
154337,58.827
154338,58.514
154339,58.044
154340,57.575
154341,57.106
154342,56.636
154343,56.167
154344,55.854
154345,55.541
154346,55.228
154347,54.915
154348,54.602
154349,54.289
154350,54.289
154351,54.759
154352,55.541
154353,56.949
154354,58.983
154355,61.643
154356,64.459
154357,67.119
154358,69.309
154359,70.873
154360,72.125
154361,73.220
154362,74.785
154363,76.662
154364,78.853
154365,81.199
154366,83.703
154367,85.893
154368,87.927
154369,89.491
154370,90.900
154371,91.995
154372,92.621
154373,92.777
154374,92.621
154375,92.308
154376,91.525
154377,90.430
154378,89.179
154379,87.458
154380,85.424
154381,83.077
154382,80.887
154383,78.696
154384,77.132
154385,75.880
154386,74.941
154387,74.159
154388,73.064
154389,72.125
154390,71.030
154391,69.935
154392,68.996
154393,68.214
154394,67.588
154395,66.962
154396,66.493
154397,65.867
154398,65.241
154399,64.615
154400,64.146
154401,63.677
154402,63.364
154403,63.051
154404,62.738
154405,62.425
154406,62.112
154407,61.799
154408,61.486
154409,61.330
154410,61.017
154411,60.860
154412,60.548
154413,60.391
154414,60.235
154415,60.078
154416,59.922
154417,59.609
154418,59.139
154419,58.827
154420,58.357
154421,57.888
154422,57.418
154423,56.949
154424,56.480
154425,56.010
154426,55.697
154427,55.228
154428,54.915
154429,54.759
154430,54.446
154431,54.133
154432,53.820
154433,53.507
154434,53.351
154435,53.507
154436,54.133
154437,55.541
154438,57.731
154439,60.704
154440,64.146
154441,67.275
154442,69.935
154443,71.812
154444,73.064
154445,74.315
154446,75.724
154447,77.601
154448,80.104
154449,82.920
154450,85.893
154451,88.709
154452,91.212
154453,93.246
154454,94.967
154455,96.219
154456,97.158
154457,97.784
154458,97.940
154459,97.940
154460,97.314
154461,96.532
154462,95.280
154463,93.559
154464,91.369
154465,88.866
154466,86.362
154467,83.859
154468,81.669
154469,80.104
154470,78.853
154471,77.914
154472,76.975
154473,75.880
154474,74.785
154475,73.690
154476,72.594
154477,71.656
154478,71.030
154479,70.404
154480,69.778
154481,68.996
154482,68.370
154483,67.744
154484,66.962
154485,66.493
154486,66.023
154487,65.554
154488,65.241
154489,64.928
154490,64.459
154491,64.146
154492,63.833
154493,63.520
154494,63.364
154495,63.051
154496,62.738
154497,62.581
154498,62.425
154499,62.112
154500,61.799
154501,61.486
154502,61.173
154503,60.704
154504,60.235
154505,59.609
154506,59.139
154507,58.670
154508,58.044
154509,57.731
154510,57.262
154511,56.793
154512,56.480
154513,56.167
154514,55.854
154515,55.541
154516,55.228
154517,54.915
154518,54.759
154519,54.602
154520,54.915
154521,55.541
154522,56.949
154523,59.296
154524,62.112
154525,64.928
154526,67.744
154527,69.778
154528,71.186
154529,72.125
154530,73.064
154531,74.315
154532,76.193
154533,78.383
154534,80.730
154535,83.077
154536,85.424
154537,87.458
154538,89.022
154539,90.274
154540,91.056
154541,91.682
154542,91.682
154543,91.682
154544,91.056
154545,90.117
154546,88.866
154547,87.301
154548,85.267
154549,82.920
154550,80.574
154551,78.227
154552,76.193
154553,74.785
154554,73.690
154555,72.751
154556,71.812
154557,70.873
154558,69.622
154559,68.527
154560,67.432
154561,66.493
154562,65.711
154563,64.928
154564,64.302
154565,63.677
154566,63.207
154567,62.738
154568,62.269
154569,61.956
154570,61.486
154571,61.173
154572,60.704
154573,60.235
154574,59.922
154575,59.452
154576,59.139
154577,58.827
154578,58.514
154579,58.357
154580,58.044
154581,57.888
154582,57.731
154583,57.575
154584,57.262
154585,56.793
154586,56.480
154587,56.167
154588,55.697
154589,55.385
154590,55.072
154591,54.602
154592,54.289
154593,53.820
154594,53.351
154595,53.038
154596,52.412
154597,52.099
154598,51.786
154599,51.317
154600,51.004
154601,50.691
154602,50.222
154603,50.065
154604,50.065
154605,50.065
154606,50.691
154607,51.630
154608,53.507
154609,56.167
154610,59.452
154611,62.894
154612,65.867
154613,68.370
154614,70.248
154615,71.969
154616,73.846
154617,76.036
154618,78.696
154619,81.512
154620,84.329
154621,86.988
154622,89.491
154623,91.525
154624,93.403
154625,94.811
154626,95.906
154627,96.532
154628,96.845
154629,96.532
154630,95.906
154631,94.811
154632,93.246
154633,91.369
154634,89.179
154635,86.519
154636,83.703
154637,81.043
154638,78.696
154639,76.975
154640,75.724
154641,74.628
154642,73.690
154643,72.438
154644,71.186
154645,69.935
154646,68.683
154647,67.744
154648,66.962
154649,66.336
154650,65.711
154651,65.085
154652,64.302
154653,63.677
154654,62.894
154655,62.425
154656,61.799
154657,61.486
154658,61.173
154659,60.860
154660,60.391
154661,60.078
154662,59.765
154663,59.452
154664,59.296
154665,58.983
154666,58.827
154667,58.670
154668,58.357
154669,58.201
154670,57.888
154671,57.575
154672,57.262
154673,56.793
154674,56.480
154675,56.323
154676,56.010
154677,55.697
154678,55.385
154679,54.915
154680,54.602
154681,53.977
154682,53.507
154683,53.038
154684,52.568
154685,52.099
154686,51.630
154687,51.317
154688,51.160
154689,51.004
154690,50.847
154691,50.847
154692,51.004
154693,51.473
154694,52.099
154695,53.507
154696,55.697
154697,58.514
154698,61.643
154699,64.459
154700,66.962
154701,68.840
154702,70.561
154703,72.282
154704,74.159
154705,76.349
154706,78.696
154707,81.199
154708,83.546
154709,85.580
154710,87.301
154711,88.709
154712,89.804
154713,90.743
154714,91.369
154715,91.682
154716,91.525
154717,90.900
154718,89.961
154719,88.709
154720,86.988
154721,84.954
154722,82.608
154723,80.104
154724,77.757
154725,75.880
154726,74.628
154727,73.690
154728,72.751
154729,71.812
154730,70.561
154731,69.309
154732,68.214
154733,67.275
154734,66.493
154735,65.867
154736,65.398
154737,64.928
154738,64.459
154739,63.833
154740,63.364
154741,62.894
154742,62.425
154743,62.112
154744,61.799
154745,61.486
154746,61.173
154747,61.017
154748,60.704
154749,60.548
154750,60.548
154751,60.391
154752,60.235
154753,60.078
154754,59.922
154755,59.765
154756,59.609
154757,59.452
154758,59.296
154759,58.983
154760,58.670
154761,58.514
154762,58.201
154763,57.888
154764,57.575
154765,57.106
154766,56.793
154767,56.167
154768,55.854
154769,55.385
154770,55.072
154771,54.759
154772,54.446
154773,54.133
154774,53.664
154775,53.507
154776,53.194
154777,53.194
154778,53.507
154779,54.133
154780,55.541
154781,57.731
154782,60.548
154783,63.677
154784,66.649
154785,68.996
154786,70.873
154787,72.438
154788,73.690
154789,75.254
154790,77.445
154791,79.791
154792,82.608
154793,85.424
154794,88.083
154795,90.587
154796,92.621
154797,94.342
154798,95.750
154799,96.688
154800,97.158
154801,97.471
154802,97.314
154803,96.688
154804,95.750
154805,94.498
154806,92.777
154807,90.587
154808,88.083
154809,85.424
154810,83.077
154811,80.887
154812,79.322
154813,78.070
154814,77.132
154815,76.193
154816,75.254
154817,74.159
154818,73.064
154819,72.125
154820,71.186
154821,70.404
154822,69.622
154823,69.153
154824,68.527
154825,67.744
154826,67.119
154827,66.493
154828,65.867
154829,65.398
154830,64.928
154831,64.615
154832,64.302
154833,63.990
154834,63.677
154835,63.364
154836,62.894
154837,62.581
154838,62.425
154839,62.112
154840,61.956
154841,61.799
154842,61.486
154843,61.173
154844,60.860
154845,60.548
154846,60.078
154847,59.609
154848,59.139
154849,58.670
154850,58.201
154851,57.731
154852,57.262
154853,56.949
154854,56.480
154855,56.167
154856,55.854
154857,55.541
154858,55.228
154859,54.915
154860,54.759
154861,54.602
154862,54.602
154863,54.915
154864,55.854
154865,57.418
154866,59.609
154867,62.425
154868,65.398
154869,68.057
154870,69.935
154871,71.343
154872,72.438
154873,73.533
154874,74.941
154875,76.819
154876,79.166
154877,81.669
154878,84.172
154879,86.362
154880,88.240
154881,89.961
154882,91.212
154883,92.151
154884,92.777
154885,93.090
154886,92.933
154887,92.308
154888,91.369
154889,89.961
154890,88.240
154891,86.362
154892,84.172
154893,81.825
154894,79.791
154895,77.914
154896,76.349
154897,75.254
154898,74.472
154899,73.690
154900,72.751
154901,71.812
154902,70.717
154903,69.622
154904,68.840
154905,68.057
154906,67.432
154907,66.806
154908,66.180
154909,65.554
154910,65.085
154911,64.615
154912,63.990
154913,63.677
154914,63.364
154915,62.894
154916,62.581
154917,62.112
154918,61.799
154919,61.486
154920,61.330
154921,61.017
154922,60.860
154923,60.548
154924,60.235
154925,60.078
154926,59.922
154927,59.765
154928,59.452
154929,59.139
154930,58.827
154931,58.357
154932,57.888
154933,57.418
154934,56.793
154935,56.167
154936,55.697
154937,55.228
154938,54.759
154939,54.446
154940,54.133
154941,53.664
154942,53.351
154943,52.881
154944,52.412
154945,52.099
154946,52.099
154947,52.099
154948,52.881
154949,54.289
154950,56.793
154951,59.765
154952,63.051
154953,66.180
154954,68.527
154955,70.248
154956,71.499
154957,72.751
154958,74.315
154959,76.506
154960,79.009
154961,81.825
154962,84.485
154963,87.145
154964,89.491
154965,91.525
154966,93.090
154967,94.185
154968,94.967
154969,95.280
154970,95.437
154971,95.124
154972,94.342
154973,93.090
154974,91.525
154975,89.491
154976,86.988
154977,84.485
154978,81.825
154979,79.322
154980,77.445
154981,76.036
154982,74.941
154983,74.315
154984,73.377
154985,72.438
154986,71.343
154987,70.091
154988,68.996
154989,67.901
154990,66.962
154991,66.336
154992,65.711
154993,65.085
154994,64.459
154995,63.677
154996,63.051
154997,62.581
154998,62.112
154999,61.799
155000,61.643
155001,61.330
155002,60.860
155003,60.548
155004,60.235
155005,59.765
155006,59.452
155007,59.296
155008,58.983
155009,58.827
155010,58.670
155011,58.357
155012,58.044
155013,57.731
155014,57.262
155015,56.793
155016,56.480
155017,56.010
155018,55.697
155019,55.228
155020,54.915
155021,54.289
155022,53.820
155023,53.351
155024,52.881
155025,52.412
155026,51.943
155027,51.473
155028,51.004
155029,50.691
155030,50.535
155031,50.535
155032,50.535
155033,50.691
155034,51.317
155035,52.256
155036,53.977
155037,56.636
155038,59.765
155039,62.894
155040,65.554
155041,67.588
155042,69.153
155043,70.561
155044,72.125
155045,74.159
155046,76.349
155047,78.696
155048,81.199
155049,83.390
155050,85.267
155051,86.988
155052,88.240
155053,89.179
155054,89.804
155055,90.117
155056,89.961
155057,89.491
155058,88.553
155059,87.301
155060,85.580
155061,83.703
155062,81.356
155063,79.009
155064,76.662
155065,74.628
155066,73.064
155067,71.969
155068,71.030
155069,69.935
155070,68.840
155071,67.744
155072,66.493
155073,65.554
155074,64.615
155075,63.990
155076,63.364
155077,63.051
155078,62.581
155079,62.112
155080,61.486
155081,60.860
155082,60.235
155083,59.765
155084,59.296
155085,58.983
155086,58.827
155087,58.514
155088,58.357
155089,58.201
155090,58.044
155091,57.731
155092,57.575
155093,57.418
155094,57.262
155095,56.949
155096,56.793
155097,56.480
155098,56.167
155099,55.697
155100,55.385
155101,55.228
155102,54.915
155103,54.759
155104,54.602
155105,54.133
155106,53.664
155107,53.194
155108,52.725
155109,52.099
155110,51.786
155111,51.317
155112,51.160
155113,50.847
155114,50.691
155115,50.535
155116,50.535
155117,50.378
155118,50.535
155119,50.691
155120,51.473
155121,52.725
155122,55.072
155123,58.201
155124,61.799
155125,65.241
155126,68.057
155127,70.248
155128,72.125
155129,73.690
155130,75.567
155131,77.757
155132,80.261
155133,82.920
155134,85.424
155135,87.770
155136,89.961
155137,91.995
155138,93.559
155139,94.967
155140,96.063
155141,96.532
155142,96.532
155143,96.219
155144,95.437
155145,94.185
155146,92.621
155147,90.743
155148,88.396
155149,85.893
155150,83.546
155151,81.199
155152,79.478
155153,78.070
155154,77.132
155155,76.193
155156,75.098
155157,74.003
155158,72.751
155159,71.499
155160,70.561
155161,69.935
155162,69.465
155163,69.153
155164,68.683
155165,68.214
155166,67.588
155167,66.649
155168,65.711
155169,64.928
155170,64.302
155171,63.677
155172,63.364
155173,63.207
155174,63.051
155175,62.738
155176,62.269
155177,61.486
155178,61.017
155179,60.704
155180,60.548
155181,60.860
155182,61.173
155183,61.486
155184,61.643
155185,61.330
155186,60.704
155187,60.235
155188,59.765
155189,59.296
155190,58.983
155191,58.514
155192,57.888
155193,57.575
155194,57.731
155195,58.044
155196,58.044
155197,57.888
155198,57.575
155199,56.793
155200,56.167
155201,55.541
155202,54.759
155203,53.820
155204,53.351
155205,54.602
155206,57.418
155207,60.548
155208,63.051
155209,65.398
155210,68.057
155211,70.561
155212,72.282
155213,73.377
155214,74.315
155215,75.724
155216,77.445
155217,79.322
155218,81.825
155219,84.329
155220,86.675
155221,88.866
155222,90.743
155223,92.933
155224,94.654
155225,95.750
155226,96.063
155227,95.593
155228,94.185
155229,91.995
155230,89.804
155231,88.709
155232,88.396
155233,87.927
155234,86.675
155235,84.485
155236,81.669
155237,78.853
155238,76.662
155239,75.567
155240,74.941
155241,74.315
155242,73.533
155243,72.438
155244,70.873
155245,69.309
155246,67.901
155247,67.119
155248,66.962
155249,66.962
155250,67.119
155251,66.806
155252,66.493
155253,65.867
155254,65.398
155255,65.085
155256,64.772
155257,63.990
155258,62.894
155259,61.799
155260,61.173
155261,60.860
155262,60.704
155263,60.704
155264,61.173
155265,61.330
155266,61.330
155267,61.173
155268,60.860
155269,60.860
155270,60.548
155271,60.548
155272,60.548
155273,60.548
155274,60.548
155275,60.235
155276,59.452
155277,58.670
155278,58.201
155279,57.575
155280,56.949
155281,56.167
155282,55.541
155283,54.915
155284,54.446
155285,54.289
155286,54.289
155287,54.602
155288,55.228
155289,56.167
155290,58.201
155291,61.173
155292,64.615
155293,68.057
155294,71.186
155295,73.220
155296,74.315
155297,74.472
155298,74.941
155299,76.193
155300,78.383
155301,81.043
155302,83.703
155303,86.206
155304,88.709
155305,91.056
155306,93.090
155307,94.967
155308,96.532
155309,97.471
155310,97.940
155311,97.784
155312,97.314
155313,96.688
155314,95.750
155315,94.342
155316,92.464
155317,89.804
155318,86.832
155319,83.859
155320,81.512
155321,79.791
155322,78.853
155323,78.540
155324,78.383
155325,77.757
155326,76.662
155327,75.254
155328,73.846
155329,72.751
155330,72.282
155331,71.969
155332,71.656
155333,71.030
155334,69.935
155335,68.683
155336,67.588
155337,66.493
155338,66.023
155339,65.554
155340,65.241
155341,64.772
155342,64.146
155343,63.364
155344,62.738
155345,61.956
155346,61.486
155347,61.017
155348,60.548
155349,60.235
155350,59.922
155351,59.765
155352,59.452
155353,59.296
155354,59.139
155355,58.983
155356,58.670
155357,58.357
155358,58.044
155359,57.575
155360,56.793
155361,56.010
155362,55.385
155363,54.915
155364,54.446
155365,53.977
155366,53.351
155367,53.038
155368,52.881
155369,52.412
155370,51.630
155371,51.160
155372,51.160
155373,51.630
155374,52.725
155375,54.602
155376,57.262
155377,60.548
155378,64.146
155379,67.275
155380,69.778
155381,71.499
155382,72.594
155383,73.690
155384,75.098
155385,76.819
155386,78.853
155387,81.043
155388,83.077
155389,84.641
155390,85.893
155391,86.988
155392,87.927
155393,89.022
155394,89.961
155395,90.430
155396,90.274
155397,89.804
155398,88.709
155399,86.988
155400,84.641
155401,81.825
155402,79.009
155403,76.349
155404,74.472
155405,73.064
155406,72.125
155407,71.186
155408,70.248
155409,68.996
155410,68.057
155411,67.119
155412,66.336
155413,65.711
155414,65.085
155415,64.302
155416,63.520
155417,62.738
155418,61.799
155419,61.173
155420,60.860
155421,60.391
155422,60.078
155423,59.765
155424,59.452
155425,59.296
155426,59.296
155427,59.296
155428,59.452
155429,59.452
155430,59.296
155431,58.827
155432,58.357
155433,57.731
155434,57.418
155435,57.106
155436,56.949
155437,56.949
155438,56.949
155439,56.793
155440,56.480
155441,56.010
155442,55.385
155443,54.602
155444,53.507
155445,52.412
155446,51.630
155447,51.160
155448,51.004
155449,51.160
155450,51.004
155451,50.691
155452,50.222
155453,49.752
155454,49.283
155455,48.970
155456,49.126
155457,49.283
155458,49.752
155459,50.222
155460,51.160
155461,52.881
155462,55.385
155463,58.357
155464,61.486
155465,64.615
155466,67.901
155467,71.812
155468,74.785
155469,76.036
155470,76.349
155471,77.132
155472,79.478
155473,82.920
155474,86.675
155475,90.117
155476,92.621
155477,94.029
155478,94.654
155479,94.811
155480,94.654
155481,94.185
155482,93.559
155483,92.621
155484,91.369
155485,89.491
155486,87.145
155487,84.641
155488,82.295
155489,80.104
155490,78.383
155491,76.975
155492,75.880
155493,74.628
155494,73.377
155495,71.812
155496,70.404
155497,69.153
155498,68.214
155499,67.432
155500,66.962
155501,66.336
155502,65.711
155503,64.928
155504,64.302
155505,63.520
155506,63.051
155507,62.425
155508,61.799
155509,61.330
155510,61.017
155511,60.704
155512,60.548
155513,60.391
155514,60.235
155515,59.922
155516,59.452
155517,59.296
155518,59.139
155519,58.983
155520,58.983
155521,58.670
155522,58.357
155523,58.044
155524,57.575
155525,57.106
155526,56.636
155527,56.167
155528,55.854
155529,55.541
155530,55.228
155531,54.915
155532,54.446
155533,53.977
155534,53.664
155535,53.351
155536,53.194
155537,53.038
155538,53.194
155539,53.507
155540,54.289
155541,55.854
155542,58.357
155543,61.173
155544,64.146
155545,66.806
155546,68.840
155547,70.404
155548,71.499
155549,72.751
155550,74.315
155551,75.880
155552,77.757
155553,79.635
155554,81.043
155555,82.295
155556,83.077
155557,83.390
155558,83.390
155559,83.077
155560,82.764
155561,82.138
155562,81.356
155563,80.417
155564,79.322
155565,78.070
155566,76.506
155567,74.941
155568,73.533
155569,72.282
155570,71.343
155571,70.717
155572,70.091
155573,69.309
155574,68.370
155575,67.275
155576,66.180
155577,65.085
155578,64.302
155579,63.520
155580,62.894
155581,62.425
155582,61.956
155583,61.643
155584,61.173
155585,60.860
155586,60.391
155587,59.922
155588,59.452
155589,59.139
155590,58.670
155591,58.357
155592,58.044
155593,57.731
155594,57.418
155595,57.262
155596,57.106
155597,56.793
155598,56.636
155599,56.323
155600,56.010
155601,55.854
155602,55.541
155603,55.385
155604,55.072
155605,54.759
155606,54.446
155607,54.289
155608,53.977
155609,53.820
155610,53.507
155611,53.351
155612,53.038
155613,52.881
155614,52.412
155615,52.099
155616,51.630
155617,51.317
155618,51.004
155619,50.691
155620,50.378
155621,50.065
155622,49.752
155623,49.439
155624,49.126
155625,48.970
155626,48.814
155627,49.126
155628,49.596
155629,50.847
155630,53.038
155631,56.323
155632,60.078
155633,63.990
155634,67.275
155635,69.622
155636,71.343
155637,72.751
155638,74.315
155639,76.349
155640,79.009
155641,82.451
155642,86.362
155643,90.430
155644,94.029
155645,97.158
155646,99.505
155647,101.069
155648,102.164
155649,102.946
155650,103.572
155651,103.885
155652,104.042
155653,103.729
155654,103.103
155655,102.008
155656,100.287
155657,98.096
155658,95.437
155659,92.621
155660,89.648
155661,86.988
155662,84.954
155663,83.390
155664,82.138
155665,81.043
155666,79.948
155667,78.696
155668,77.288
155669,75.880
155670,74.628
155671,73.377
155672,72.594
155673,71.812
155674,71.186
155675,70.561
155676,69.935
155677,69.153
155678,68.527
155679,67.901
155680,67.432
155681,66.806
155682,66.493
155683,65.867
155684,65.554
155685,65.085
155686,64.615
155687,64.459
155688,64.146
155689,63.990
155690,63.677
155691,63.520
155692,63.207
155693,62.738
155694,62.425
155695,61.956
155696,61.486
155697,61.173
155698,60.548
155699,60.078
155700,59.609
155701,58.983
155702,58.514
155703,58.044
155704,57.731
155705,57.262
155706,56.949
155707,56.636
155708,56.323
155709,56.010
155710,55.697
155711,55.541
155712,55.385
155713,55.541
155714,56.167
155715,57.418
155716,59.296
155717,61.486
155718,63.990
155719,66.180
155720,68.057
155721,69.309
155722,70.248
155723,71.030
155724,72.125
155725,73.690
155726,75.411
155727,77.288
155728,79.166
155729,80.887
155730,82.295
155731,83.546
155732,84.329
155733,84.954
155734,85.267
155735,85.267
155736,84.798
155737,84.172
155738,83.077
155739,81.825
155740,79.948
155741,78.070
155742,76.036
155743,74.003
155744,72.438
155745,71.186
155746,70.248
155747,69.622
155748,68.996
155749,68.057
155750,67.119
155751,66.180
155752,65.085
155753,64.146
155754,63.364
155755,62.738
155756,61.956
155757,61.330
155758,60.704
155759,60.078
155760,59.609
155761,58.983
155762,58.670
155763,58.201
155764,57.888
155765,57.418
155766,57.106
155767,56.636
155768,56.323
155769,56.010
155770,55.697
155771,55.541
155772,55.228
155773,55.072
155774,54.915
155775,54.759
155776,54.602
155777,54.289
155778,53.977
155779,53.507
155780,53.194
155781,52.725
155782,52.412
155783,51.943
155784,51.630
155785,51.160
155786,50.691
155787,50.222
155788,49.752
155789,49.439
155790,49.126
155791,48.814
155792,48.501
155793,48.188
155794,47.875
155795,47.875
155796,47.875
155797,48.188
155798,49.126
155799,50.847
155800,53.351
155801,56.793
155802,60.548
155803,63.833
155804,66.336
155805,68.214
155806,69.622
155807,71.186
155808,73.220
155809,75.724
155810,78.696
155811,81.669
155812,84.641
155813,87.301
155814,89.648
155815,91.682
155816,93.246
155817,94.498
155818,95.437
155819,95.906
155820,95.906
155821,95.593
155822,94.811
155823,93.716
155824,92.151
155825,90.117
155826,87.770
155827,85.111
155828,82.451
155829,79.948
155830,77.914
155831,76.506
155832,75.411
155833,74.315
155834,73.220
155835,72.125
155836,70.873
155837,69.622
155838,68.370
155839,67.432
155840,66.649
155841,66.023
155842,65.398
155843,64.772
155844,64.146
155845,63.364
155846,62.738
155847,62.112
155848,61.486
155849,61.017
155850,60.548
155851,60.235
155852,59.922
155853,59.452
155854,59.139
155855,58.827
155856,58.357
155857,58.044
155858,57.731
155859,57.418
155860,57.106
155861,56.949
155862,56.636
155863,56.480
155864,56.167
155865,55.854
155866,55.385
155867,55.228
155868,54.915
155869,54.602
155870,54.133
155871,53.664
155872,53.038
155873,52.568
155874,51.943
155875,51.473
155876,51.004
155877,50.691
155878,50.378
155879,50.222
155880,50.065
155881,49.909
155882,49.909
155883,49.909
155884,50.065
155885,50.378
155886,51.473
155887,53.038
155888,55.541
155889,58.357
155890,61.173
155891,63.364
155892,65.241
155893,66.806
155894,68.370
155895,69.935
155896,71.812
155897,74.003
155898,76.193
155899,78.227
155900,80.261
155901,81.825
155902,83.077
155903,84.172
155904,84.954
155905,85.424
155906,85.424
155907,85.424
155908,84.798
155909,84.016
155910,82.764
155911,81.199
155912,79.322
155913,77.132
155914,74.941
155915,72.907
155916,71.343
155917,70.248
155918,69.622
155919,68.840
155920,67.901
155921,66.806
155922,65.554
155923,64.302
155924,63.520
155925,62.738
155926,62.425
155927,61.956
155928,61.486
155929,60.860
155930,60.235
155931,59.609
155932,59.296
155933,58.983
155934,58.670
155935,58.670
155936,58.514
155937,58.357
155938,58.357
155939,58.201
155940,58.201
155941,58.044
155942,58.044
155943,58.044
155944,58.044
155945,57.888
155946,57.888
155947,57.731
155948,57.731
155949,57.575
155950,57.418
155951,57.106
155952,56.949
155953,56.793
155954,56.480
155955,56.167
155956,55.854
155957,55.385
155958,54.915
155959,54.602
155960,54.289
155961,53.977
155962,53.507
155963,53.038
155964,52.725
155965,52.412
155966,52.099
155967,51.943
155968,51.943
155969,52.412
155970,53.194
155971,54.915
155972,57.106
155973,60.078
