'sample interval','ABP'
'0.008 sec','mmHg'
151982,58.201
151983,61.330
151984,64.302
151985,66.806
151986,68.683
151987,70.091
151988,71.343
151989,72.907
151990,74.628
151991,76.819
151992,79.166
151993,81.512
151994,83.703
151995,85.580
151996,87.145
151997,88.553
151998,89.491
151999,90.117
152000,90.430
152001,90.430
152002,89.961
152003,89.022
152004,87.770
152005,86.049
152006,84.016
152007,81.669
152008,79.166
152009,76.819
152010,74.941
152011,73.533
152012,72.438
152013,71.499
152014,70.717
152015,69.778
152016,68.683
152017,67.432
152018,66.493
152019,65.554
152020,64.615
152021,63.990
152022,63.364
152023,62.738
152024,62.269
152025,61.643
152026,61.173
152027,60.704
152028,60.391
152029,60.078
152030,59.765
152031,59.452
152032,58.983
152033,58.670
152034,58.357
152035,58.044
152036,57.888
152037,57.575
152038,57.418
152039,57.106
152040,56.949
152041,56.793
152042,56.636
152043,56.480
152044,56.167
152045,55.854
152046,55.541
152047,55.228
152048,54.759
152049,54.446
152050,53.977
152051,53.664
152052,53.038
152053,52.725
152054,52.256
152055,51.786
152056,51.317
152057,50.847
152058,50.535
152059,50.065
152060,49.909
152061,49.596
152062,49.439
152063,49.439
152064,49.752
152065,50.222
152066,51.317
152067,53.351
152068,56.323
152069,59.765
152070,63.364
152071,66.493
152072,68.996
152073,70.873
152074,72.751
152075,74.785
152076,77.132
152077,79.948
152078,82.920
152079,85.737
152080,88.553
152081,90.900
152082,92.933
152083,94.811
152084,96.063
152085,97.001
152086,97.627
152087,97.940
152088,97.627
152089,96.845
152090,95.593
152091,93.872
152092,91.838
152093,89.491
152094,86.675
152095,84.016
152096,81.512
152097,79.322
152098,77.757
152099,76.506
152100,75.567
152101,74.472
152102,73.220
152103,71.812
152104,70.248
152105,68.996
152106,68.057
152107,67.432
152108,66.806
152109,66.180
152110,65.554
152111,64.928
152112,64.302
152113,63.677
152114,63.364
152115,63.051
152116,62.738
152117,62.425
152118,62.112
152119,61.799
152120,61.486
152121,61.173
152122,61.017
152123,60.860
152124,60.704
152125,60.548
152126,60.391
152127,60.235
152128,60.078
152129,59.765
152130,59.452
152131,59.139
152132,58.827
152133,58.357
152134,58.044
152135,57.731
152136,57.418
152137,57.106
152138,56.636
152139,56.167
152140,55.697
152141,55.228
152142,54.759
152143,54.446
152144,54.133
152145,53.820
152146,53.664
152147,53.507
152148,53.507
152149,53.664
152150,53.820
152151,54.289
152152,55.072
152153,56.480
152154,58.514
152155,61.173
152156,63.990
152157,66.806
152158,68.996
152159,70.561
152160,72.125
152161,73.533
152162,75.254
152163,77.445
152164,79.635
152165,81.825
152166,84.172
152167,86.049
152168,87.770
152169,89.179
152170,90.430
152171,91.525
152172,92.308
152173,92.621
152174,92.621
152175,92.151
152176,91.212
152177,89.961
152178,88.240
152179,86.049
152180,83.859
152181,81.669
152182,79.478
152183,77.757
152184,76.349
152185,75.254
152186,74.315
152187,73.377
152188,72.282
152189,71.186
152190,70.248
152191,69.309
152192,68.527
152193,67.901
152194,67.275
152195,66.806
152196,66.180
152197,65.554
152198,65.085
152199,64.615
152200,64.146
152201,63.677
152202,63.364
152203,63.051
152204,62.738
152205,62.425
152206,62.112
152207,61.799
152208,61.486
152209,61.330
152210,61.173
152211,60.860
152212,60.860
152213,60.704
152214,60.548
152215,60.391
152216,60.078
152217,59.765
152218,59.296
152219,58.983
152220,58.514
152221,58.044
152222,57.575
152223,57.106
152224,56.636
152225,56.167
152226,55.854
152227,55.385
152228,55.072
152229,54.915
152230,54.446
152231,54.133
152232,53.820
152233,53.664
152234,53.507
152235,53.820
152236,54.759
152237,56.480
152238,58.983
152239,62.112
152240,65.554
152241,68.527
152242,70.873
152243,72.438
152244,73.690
152245,75.098
152246,76.819
152247,79.009
152248,81.512
152249,84.485
152250,87.301
152251,90.117
152252,92.464
152253,94.498
152254,96.063
152255,97.471
152256,98.253
152257,98.879
152258,99.192
152259,98.879
152260,98.253
152261,97.158
152262,95.750
152263,93.716
152264,91.369
152265,88.866
152266,86.206
152267,83.703
152268,81.669
152269,80.104
152270,78.853
152271,77.914
152272,76.975
152273,75.880
152274,74.785
152275,73.690
152276,72.438
152277,71.499
152278,70.873
152279,70.248
152280,69.778
152281,69.309
152282,68.683
152283,68.214
152284,67.744
152285,67.119
152286,66.649
152287,66.180
152288,65.867
152289,65.398
152290,65.085
152291,64.772
152292,64.459
152293,64.146
152294,63.990
152295,63.677
152296,63.520
152297,63.207
152298,63.051
152299,62.738
152300,62.425
152301,61.956
152302,61.486
152303,61.173
152304,60.548
152305,60.078
152306,59.609
152307,58.983
152308,58.514
152309,58.044
152310,57.731
152311,57.418
152312,57.106
152313,56.793
152314,56.480
152315,56.010
152316,55.697
152317,55.541
152318,55.385
152319,55.541
152320,56.323
152321,57.575
152322,59.609
152323,62.425
152324,65.398
152325,68.057
152326,70.248
152327,71.812
152328,72.907
152329,74.003
152330,75.254
152331,76.975
152332,79.009
152333,81.512
152334,83.859
152335,86.049
152336,88.240
152337,89.961
152338,91.369
152339,92.464
152340,93.090
152341,93.403
152342,93.403
152343,92.933
152344,91.995
152345,90.743
152346,89.022
152347,86.988
152348,84.798
152349,82.608
152350,80.261
152351,78.383
152352,76.975
152353,76.036
152354,75.254
152355,74.315
152356,73.377
152357,72.438
152358,71.343
152359,70.248
152360,69.309
152361,68.370
152362,67.744
152363,67.119
152364,66.649
152365,66.023
152366,65.398
152367,64.772
152368,64.146
152369,63.520
152370,63.051
152371,62.425
152372,62.112
152373,61.643
152374,61.173
152375,60.860
152376,60.391
152377,60.078
152378,59.765
152379,59.609
152380,59.296
152381,58.983
152382,58.827
152383,58.514
152384,58.044
152385,57.731
152386,57.262
152387,56.793
152388,56.167
152389,55.541
152390,55.072
152391,54.602
152392,54.289
152393,53.820
152394,53.351
152395,53.038
152396,52.725
152397,52.256
152398,51.943
152399,51.630
152400,51.317
152401,51.004
152402,50.847
152403,51.004
152404,51.786
152405,53.194
152406,55.541
152407,58.670
152408,62.112
152409,65.398
152410,68.057
152411,69.935
152412,71.499
152413,73.064
152414,74.941
152415,77.132
152416,79.948
152417,82.764
152418,85.737
152419,88.396
152420,90.743
152421,92.777
152422,94.498
152423,95.750
152424,96.532
152425,97.158
152426,97.158
152427,96.845
152428,96.063
152429,94.654
152430,92.933
152431,90.743
152432,88.083
152433,85.424
152434,82.608
152435,80.261
152436,78.227
152437,76.819
152438,75.880
152439,74.941
152440,73.846
152441,72.751
152442,71.343
152443,69.935
152444,68.840
152445,67.744
152446,66.962
152447,66.336
152448,65.711
152449,65.085
152450,64.459
152451,63.990
152452,63.364
152453,62.894
152454,62.425
152455,62.112
152456,61.799
152457,61.486
152458,61.173
152459,60.860
152460,60.548
152461,60.235
152462,59.922
152463,59.765
152464,59.609
152465,59.452
152466,59.139
152467,58.983
152468,58.514
152469,58.201
152470,57.731
152471,57.418
152472,57.106
152473,56.793
152474,56.480
152475,56.010
152476,55.541
152477,54.915
152478,54.446
152479,53.977
152480,53.507
152481,53.038
152482,52.568
152483,52.099
152484,51.630
152485,51.317
152486,51.160
152487,51.160
152488,51.160
152489,51.317
152490,51.943
152491,52.881
152492,54.602
152493,57.106
152494,60.078
152495,63.051
152496,65.711
152497,67.744
152498,69.309
152499,70.873
152500,72.594
152501,74.628
152502,76.975
152503,79.478
152504,81.825
152505,84.016
152506,85.893
152507,87.301
152508,88.553
152509,89.491
152510,90.117
152511,90.587
152512,90.587
152513,90.117
152514,89.179
152515,87.927
152516,86.206
152517,84.172
152518,81.982
152519,79.635
152520,77.288
152521,75.411
152522,74.003
152523,72.907
152524,71.969
152525,71.030
152526,69.935
152527,68.527
152528,67.432
152529,66.336
152530,65.554
152531,64.928
152532,64.302
152533,63.833
152534,63.207
152535,62.581
152536,61.956
152537,61.330
152538,61.017
152539,60.704
152540,60.391
152541,60.078
152542,59.922
152543,59.609
152544,59.296
152545,59.139
152546,58.983
152547,58.670
152548,58.514
152549,58.357
152550,58.201
152551,58.044
152552,57.888
152553,57.731
152554,57.418
152555,57.262
152556,56.949
152557,56.636
152558,56.480
152559,56.167
152560,55.854
152561,55.541
152562,55.228
152563,54.759
152564,54.289
152565,53.977
152566,53.664
152567,53.351
152568,53.038
152569,52.725
152570,52.568
152571,52.412
152572,52.412
152573,52.412
152574,52.881
152575,53.507
152576,54.759
152577,56.793
152578,59.609
152579,62.894
152580,66.180
152581,68.996
152582,71.186
152583,72.907
152584,74.628
152585,76.506
152586,78.853
152587,81.512
152588,84.172
152589,86.988
152590,89.648
152591,91.995
152592,94.185
152593,96.063
152594,97.314
152595,98.409
152596,99.035
152597,99.192
152598,99.035
152599,98.409
152600,97.314
152601,95.906
152602,94.185
152603,91.995
152604,89.491
152605,86.988
152606,84.485
152607,82.451
152608,80.730
152609,79.322
152610,78.070
152611,76.975
152612,75.567
152613,74.315
152614,73.220
152615,72.125
152616,71.343
152617,70.561
152618,69.935
152619,69.309
152620,68.683
152621,68.057
152622,67.432
152623,66.962
152624,66.493
152625,66.023
152626,65.554
152627,65.241
152628,64.928
152629,64.615
152630,64.302
152631,63.833
152632,63.677
152633,63.364
152634,63.051
152635,62.894
152636,62.581
152637,62.425
152638,62.269
152639,62.112
152640,61.799
152641,61.486
152642,61.017
152643,60.548
152644,60.078
152645,59.609
152646,58.983
152647,58.514
152648,58.044
152649,57.575
152650,57.106
152651,56.793
152652,56.480
152653,56.167
152654,55.854
152655,55.541
152656,55.072
152657,54.915
152658,54.759
152659,55.072
152660,55.854
152661,57.418
152662,59.609
152663,62.581
152664,65.554
152665,68.214
152666,70.248
152667,71.499
152668,72.594
152669,73.690
152670,75.098
152671,76.975
152672,79.322
152673,81.825
152674,84.172
152675,86.519
152676,88.396
152677,90.117
152678,91.369
152679,92.308
152680,92.777
152681,93.090
152682,92.933
152683,92.464
152684,91.682
152685,90.430
152686,88.866
152687,86.988
152688,84.954
152689,82.764
152690,80.574
152691,78.696
152692,77.132
152693,76.036
152694,75.098
152695,74.159
152696,73.220
152697,72.125
152698,71.186
152699,70.091
152700,69.309
152701,68.683
152702,68.057
152703,67.432
152704,66.962
152705,66.336
152706,65.711
152707,65.241
152708,64.928
152709,64.459
152710,64.146
152711,63.677
152712,63.364
152713,63.051
152714,62.738
152715,62.425
152716,62.112
152717,61.799
152718,61.643
152719,61.486
152720,61.330
152721,61.017
152722,60.860
152723,60.548
152724,60.235
152725,59.765
152726,59.296
152727,58.983
152728,58.514
152729,58.044
152730,57.575
152731,57.106
152732,56.636
152733,56.323
152734,56.010
152735,55.697
152736,55.385
152737,55.072
152738,54.759
152739,54.446
152740,54.133
152741,53.977
152742,54.289
152743,55.072
152744,56.636
152745,58.983
152746,62.112
152747,65.554
152748,68.683
152749,71.186
152750,72.907
152751,74.159
152752,75.411
152753,76.819
152754,79.009
152755,81.512
152756,84.329
152757,87.458
152758,90.274
152759,92.933
152760,94.967
152761,96.688
152762,97.940
152763,98.879
152764,99.192
152765,99.348
152766,99.035
152767,98.409
152768,97.314
152769,95.750
152770,93.716
152771,91.212
152772,88.553
152773,85.893
152774,83.546
152775,81.669
152776,80.104
152777,79.009
152778,78.070
152779,76.975
152780,75.880
152781,74.628
152782,73.377
152783,72.282
152784,71.343
152785,70.561
152786,69.935
152787,69.309
152788,68.840
152789,68.214
152790,67.588
152791,66.962
152792,66.493
152793,65.867
152794,65.398
152795,64.928
152796,64.459
152797,63.990
152798,63.520
152799,63.051
152800,62.581
152801,62.112
152802,61.799
152803,61.486
152804,61.173
152805,60.860
152806,60.548
152807,60.235
152808,59.765
152809,59.296
152810,58.670
152811,58.044
152812,57.418
152813,56.793
152814,56.323
152815,55.854
152816,55.385
152817,54.915
152818,54.446
152819,53.977
152820,53.664
152821,53.351
152822,52.881
152823,52.568
152824,52.256
152825,52.099
152826,51.943
152827,52.412
152828,53.351
152829,55.072
152830,57.731
152831,60.860
152832,63.833
152833,66.493
152834,68.370
152835,69.935
152836,71.186
152837,72.594
152838,74.472
152839,76.506
152840,79.009
152841,81.356
152842,83.703
152843,85.737
152844,87.301
152845,88.709
152846,89.804
152847,90.430
152848,90.743
152849,90.743
152850,90.430
152851,89.648
152852,88.396
152853,86.675
152854,84.641
152855,82.295
152856,79.791
152857,77.445
152858,75.567
152859,74.003
152860,72.907
152861,72.125
152862,71.186
152863,70.248
152864,68.996
152865,67.901
152866,66.806
152867,65.711
152868,64.928
152869,64.146
152870,63.520
152871,63.051
152872,62.425
152873,61.799
152874,61.330
152875,60.860
152876,60.548
152877,60.235
152878,59.922
152879,59.609
152880,59.296
152881,58.983
152882,58.514
152883,58.357
152884,58.044
152885,57.888
152886,57.731
152887,57.418
152888,57.262
152889,57.106
152890,56.793
152891,56.480
152892,56.167
152893,55.854
152894,55.541
152895,55.228
152896,54.915
152897,54.446
152898,54.133
152899,53.664
152900,53.194
152901,52.725
152902,52.256
152903,51.786
152904,51.317
152905,50.847
152906,50.535
152907,50.222
152908,49.909
152909,49.752
152910,49.752
152911,49.909
152912,50.378
152913,51.317
152914,52.881
152915,55.541
152916,58.983
152917,62.425
152918,65.711
152919,68.214
152920,70.248
152921,72.125
152922,74.003
152923,76.349
152924,79.009
152925,81.982
152926,84.798
152927,87.458
152928,89.961
152929,91.995
152930,93.716
152931,94.967
152932,96.063
152933,96.688
152934,97.001
152935,96.845
152936,96.219
152937,94.967
152938,93.403
152939,91.369
152940,88.866
152941,86.362
152942,83.546
152943,80.887
152944,78.696
152945,77.132
152946,75.880
152947,74.941
152948,73.846
152949,72.594
152950,71.186
152951,69.935
152952,68.683
152953,67.744
152954,67.119
152955,66.493
152956,65.867
152957,65.241
152958,64.615
152959,63.990
152960,63.364
152961,62.894
152962,62.581
152963,62.269
152964,62.112
152965,61.799
152966,61.486
152967,61.173
152968,60.860
152969,60.548
152970,60.391
152971,60.235
152972,60.078
152973,59.922
152974,59.765
152975,59.452
152976,59.296
152977,58.983
152978,58.670
152979,58.357
152980,58.044
152981,57.731
152982,57.262
152983,56.949
152984,56.480
152985,56.010
152986,55.541
152987,55.072
152988,54.602
152989,54.133
152990,53.820
152991,53.507
152992,53.194
152993,53.038
152994,53.038
152995,53.038
152996,53.194
152997,53.507
152998,54.133
152999,55.228
153000,57.106
153001,59.609
153002,62.581
153003,65.554
153004,68.057
153005,69.935
153006,71.656
153007,73.220
153008,74.941
153009,76.975
153010,79.322
153011,81.512
153012,83.859
153013,85.893
153014,87.770
153015,89.335
153016,90.587
153017,91.525
153018,92.151
153019,92.464
153020,92.464
153021,92.151
153022,91.369
153023,90.117
153024,88.709
153025,86.832
153026,84.641
153027,82.451
153028,80.261
153029,78.227
153030,76.662
153031,75.567
153032,74.472
153033,73.533
153034,72.438
153035,71.499
153036,70.561
153037,69.622
153038,68.996
153039,68.214
153040,67.744
153041,67.119
153042,66.649
153043,66.023
153044,65.554
153045,65.085
153046,64.615
153047,64.302
153048,63.833
153049,63.520
153050,63.051
153051,62.738
153052,62.425
153053,62.112
153054,61.799
153055,61.486
153056,61.330
153057,61.173
153058,61.017
153059,60.860
153060,60.548
153061,60.391
153062,60.235
153063,59.922
153064,59.452
153065,59.139
153066,58.670
153067,58.201
153068,57.731
153069,57.262
153070,56.793
153071,56.323
153072,55.854
153073,55.541
153074,55.228
153075,54.915
153076,54.602
153077,54.133
153078,53.820
153079,53.664
153080,53.507
153081,53.820
153082,54.602
153083,56.323
153084,58.670
153085,61.799
153086,65.241
153087,68.214
153088,70.561
153089,72.125
153090,73.533
153091,74.785
153092,76.506
153093,78.696
153094,81.356
153095,84.172
153096,87.145
153097,89.961
153098,92.308
153099,94.498
153100,96.063
153101,97.314
153102,98.096
153103,98.566
153104,98.566
153105,98.253
153106,97.627
153107,96.375
153108,94.811
153109,92.933
153110,90.743
153111,88.240
153112,85.580
153113,83.233
153114,81.199
153115,79.791
153116,78.696
153117,77.757
153118,76.819
153119,75.724
153120,74.628
153121,73.377
153122,72.282
153123,71.343
153124,70.404
153125,69.778
153126,69.153
153127,68.683
153128,68.057
153129,67.588
153130,67.119
153131,66.649
153132,66.180
153133,65.711
153134,65.241
153135,64.928
153136,64.459
153137,64.146
153138,63.833
153139,63.677
153140,63.364
153141,63.207
153142,63.051
153143,62.738
153144,62.425
153145,62.112
153146,61.799
153147,61.486
153148,61.017
153149,60.548
153150,60.078
153151,59.609
153152,58.983
153153,58.670
153154,58.044
153155,57.731
153156,57.262
153157,56.949
153158,56.636
153159,56.323
153160,55.854
153161,55.541
153162,55.228
153163,55.072
153164,55.072
153165,55.385
153166,56.323
153167,58.044
153168,60.548
153169,63.364
153170,66.493
153171,69.153
153172,71.030
153173,72.438
153174,73.533
153175,74.628
153176,76.193
153177,78.070
153178,80.261
153179,82.764
153180,85.267
153181,87.614
153182,89.491
153183,90.900
153184,91.995
153185,92.777
153186,93.246
153187,93.403
153188,93.090
153189,92.464
153190,91.525
153191,90.117
153192,88.396
153193,86.362
153194,84.016
153195,81.669
153196,79.478
153197,77.914
153198,76.662
153199,75.724
153200,74.941
153201,74.159
153202,73.064
153203,72.125
153204,70.873
153205,69.935
153206,68.996
153207,68.214
153208,67.588
153209,67.119
153210,66.493
153211,65.867
153212,65.398
153213,64.928
153214,64.615
153215,64.302
153216,63.833
153217,63.520
153218,63.207
153219,62.738
153220,62.425
153221,62.112
153222,61.956
153223,61.799
153224,61.486
153225,61.330
153226,61.173
153227,60.860
153228,60.704
153229,60.391
153230,60.078
153231,59.609
153232,59.139
153233,58.670
153234,58.201
153235,57.731
153236,57.262
153237,56.793
153238,56.323
153239,56.010
153240,55.697
153241,55.385
153242,55.072
153243,54.759
153244,54.289
153245,53.977
153246,53.664
153247,53.351
153248,53.507
153249,54.289
153250,55.854
153251,58.357
153252,61.486
153253,64.928
153254,67.901
153255,70.248
153256,71.969
153257,73.220
153258,74.628
153259,76.193
153260,78.383
153261,81.043
153262,84.016
153263,86.988
153264,89.804
153265,92.151
153266,94.185
153267,95.750
153268,97.001
153269,97.627
153270,97.940
153271,97.940
153272,97.627
153273,96.688
153274,95.437
153275,93.716
153276,91.525
153277,88.866
153278,86.049
153279,83.390
153280,80.887
153281,79.009
153282,77.601
153283,76.662
153284,75.880
153285,74.941
153286,73.846
153287,72.594
153288,71.343
153289,70.091
153290,68.996
153291,68.057
153292,67.432
153293,66.649
153294,66.023
153295,65.398
153296,64.928
153297,64.302
153298,63.990
153299,63.520
153300,63.207
153301,62.894
153302,62.581
153303,62.112
153304,61.799
153305,61.486
153306,61.173
153307,60.860
153308,60.704
153309,60.548
153310,60.391
153311,60.078
153312,59.609
153313,59.296
153314,58.983
153315,58.514
153316,58.044
153317,57.731
153318,57.418
153319,56.949
153320,56.480
153321,56.167
153322,55.697
153323,55.228
153324,54.759
153325,54.289
153326,53.664
153327,53.194
153328,52.725
153329,52.412
153330,52.256
153331,52.099
153332,52.099
153333,52.256
153334,52.725
153335,53.664
153336,55.541
153337,58.044
153338,61.173
153339,64.146
153340,66.806
153341,68.840
153342,70.561
153343,71.969
153344,73.533
153345,75.567
153346,77.757
153347,80.104
153348,82.608
153349,84.798
153350,86.675
153351,88.396
153352,89.648
153353,90.587
153354,91.212
153355,91.525
153356,91.369
153357,90.743
153358,89.804
153359,88.553
153360,86.832
153361,84.798
153362,82.451
153363,79.948
153364,77.445
153365,75.567
153366,74.159
153367,73.064
153368,72.125
153369,71.186
153370,69.935
153371,68.683
153372,67.432
153373,66.336
153374,65.554
153375,64.772
153376,64.302
153377,63.677
153378,63.051
153379,62.425
153380,61.799
153381,61.330
153382,60.860
153383,60.704
153384,60.391
153385,60.078
153386,59.765
153387,59.296
153388,58.983
153389,58.827
153390,58.514
153391,58.357
153392,58.201
153393,58.044
153394,57.888
153395,57.731
153396,57.418
153397,57.106
153398,56.949
153399,56.636
153400,56.323
153401,56.010
153402,55.854
153403,55.541
153404,55.228
153405,54.759
153406,54.289
153407,53.664
153408,53.038
153409,52.568
153410,52.099
153411,51.786
153412,51.317
153413,51.004
153414,50.691
153415,50.535
153416,50.535
153417,50.691
153418,50.847
153419,51.317
153420,52.256
153421,53.977
153422,56.480
153423,59.765
153424,63.207
153425,66.336
153426,68.840
153427,70.873
153428,72.751
153429,74.785
153430,77.132
153431,79.791
153432,82.764
153433,85.580
153434,88.240
153435,90.587
153436,92.621
153437,94.185
153438,95.437
153439,96.375
153440,97.001
153441,97.158
153442,97.001
153443,96.375
153444,95.437
153445,94.029
153446,92.151
153447,89.804
153448,87.301
153449,84.485
153450,81.825
153451,79.635
153452,77.914
153453,76.819
153454,75.724
153455,74.628
153456,73.533
153457,72.282
153458,71.186
153459,70.091
153460,69.309
153461,68.840
153462,68.370
153463,67.901
153464,67.432
153465,66.806
153466,66.180
153467,65.711
153468,65.241
153469,64.772
153470,64.459
153471,64.146
153472,63.833
153473,63.520
153474,63.207
153475,62.894
153476,62.738
153477,62.581
153478,62.425
153479,62.269
153480,62.112
153481,61.956
153482,61.799
153483,61.486
153484,61.173
153485,60.704
153486,60.391
153487,59.922
153488,59.609
153489,59.296
153490,58.827
153491,58.357
153492,58.044
153493,57.575
153494,57.106
153495,56.793
153496,56.323
153497,56.010
153498,55.541
153499,55.228
153500,54.915
153501,54.759
153502,54.759
153503,54.915
153504,55.541
153505,56.636
153506,58.357
153507,60.704
153508,63.520
153509,66.336
153510,68.840
153511,70.717
153512,72.125
153513,73.377
153514,74.941
153515,76.662
153516,78.696
153517,81.199
153518,83.546
153519,85.893
153520,87.927
153521,89.648
153522,91.056
153523,92.151
153524,92.933
153525,93.403
153526,93.559
153527,93.559
153528,92.933
153529,91.995
153530,90.743
153531,89.022
153532,86.988
153533,84.798
153534,82.608
153535,80.417
153536,78.540
153537,77.132
153538,76.036
153539,74.941
153540,74.003
153541,72.907
153542,71.812
153543,70.873
153544,69.935
153545,69.309
153546,68.683
153547,68.057
153548,67.432
153549,66.806
153550,66.180
153551,65.554
153552,65.085
153553,64.615
153554,64.302
153555,63.833
153556,63.520
153557,63.051
153558,62.738
153559,62.425
153560,62.112
153561,61.956
153562,61.643
153563,61.486
153564,61.486
153565,61.330
153566,61.173
153567,60.860
153568,60.548
153569,60.235
153570,59.765
153571,59.296
153572,58.983
153573,58.357
153574,58.044
153575,57.575
153576,57.106
153577,56.636
153578,56.167
153579,55.854
153580,55.541
153581,55.228
153582,54.915
153583,54.602
153584,54.289
153585,53.977
153586,53.977
153587,54.289
153588,55.228
153589,56.949
153590,59.609
153591,62.738
153592,66.180
153593,69.153
153594,71.499
153595,73.064
153596,74.315
153597,75.567
153598,77.288
153599,79.478
153600,82.138
153601,85.111
153602,88.083
153603,90.743
153604,92.933
153605,94.967
153606,96.375
153607,97.627
153608,98.409
153609,98.879
153610,98.879
153611,98.566
153612,97.784
153613,96.532
153614,94.967
153615,92.933
153616,90.743
153617,88.240
153618,85.580
153619,83.233
153620,81.356
153621,79.948
153622,78.696
153623,77.914
153624,76.819
153625,75.880
153626,74.628
153627,73.533
153628,72.438
153629,71.499
153630,70.873
153631,70.248
153632,69.778
153633,69.153
153634,68.683
153635,68.057
153636,67.432
153637,66.962
153638,66.649
153639,66.180
153640,65.867
153641,65.554
153642,65.241
153643,64.772
153644,64.459
153645,64.146
153646,63.990
153647,63.677
153648,63.520
153649,63.364
153650,63.051
153651,62.738
153652,62.269
153653,61.956
153654,61.486
153655,61.017
153656,60.548
153657,60.078
153658,59.452
153659,58.983
153660,58.514
153661,58.044
153662,57.731
153663,57.418
153664,57.106
153665,56.793
153666,56.480
153667,56.167
153668,55.854
153669,55.541
153670,55.541
153671,55.854
153672,56.793
153673,58.357
153674,60.860
153675,63.833
153676,66.962
153677,69.622
153678,71.656
153679,73.064
153680,74.315
153681,75.254
153682,76.819
153683,78.696
153684,80.887
153685,83.390
153686,85.893
153687,88.083
153688,89.961
153689,91.369
153690,92.464
153691,93.246
153692,93.559
153693,93.559
153694,93.403
153695,92.777
153696,91.682
153697,90.274
153698,88.396
153699,86.206
153700,83.859
153701,81.512
153702,79.166
153703,77.288
153704,75.880
153705,74.941
153706,74.003
153707,73.064
153708,71.969
153709,70.873
153710,69.622
153711,68.683
153712,67.744
153713,66.962
153714,66.336
153715,65.711
153716,65.085
153717,64.459
153718,63.833
153719,63.364
153720,62.738
153721,62.425
153722,61.956
153723,61.643
153724,61.330
153725,61.017
153726,60.548
153727,60.235
153728,59.922
153729,59.609
153730,59.296
153731,59.139
153732,58.983
153733,58.827
153734,58.514
153735,58.201
153736,57.731
153737,57.262
153738,56.793
153739,56.323
153740,55.854
153741,55.541
153742,55.228
153743,54.759
153744,54.289
153745,53.820
153746,53.351
153747,53.038
153748,52.568
153749,52.256
153750,51.943
153751,51.473
153752,51.317
153753,51.160
153754,51.160
153755,51.630
153756,52.412
153757,53.977
153758,56.323
153759,59.609
153760,63.051
153761,66.336
153762,68.996
153763,71.030
153764,72.751
153765,74.315
153766,76.349
153767,78.696
153768,81.512
153769,84.329
153770,87.145
153771,89.648
153772,91.838
153773,93.559
153774,95.124
153775,96.063
153776,97.001
153777,97.314
153778,97.314
153779,96.688
153780,95.750
153781,94.185
153782,92.308
153783,89.961
153784,87.458
153785,84.641
153786,81.982
153787,79.635
153788,77.914
153789,76.662
153790,75.567
153791,74.628
153792,73.377
153793,72.125
153794,70.717
153795,69.465
153796,68.370
153797,67.588
153798,66.806
153799,66.180
153800,65.554
153801,64.928
153802,64.146
153803,63.520
153804,63.051
153805,62.581
153806,62.269
153807,61.956
153808,61.799
153809,61.486
153810,61.173
153811,61.017
153812,60.704
153813,60.391
153814,60.235
153815,59.922
153816,59.609
153817,59.296
153818,58.983
153819,58.670
153820,58.201
153821,57.888
153822,57.418
153823,57.106
153824,56.793
153825,56.480
153826,56.167
153827,55.854
153828,55.385
153829,54.915
153830,54.289
153831,53.820
153832,53.351
153833,52.725
153834,52.412
153835,51.943
153836,51.786
153837,51.630
153838,51.473
153839,51.473
153840,51.630
153841,51.786
153842,52.412
153843,53.664
153844,55.541
153845,58.357
153846,61.486
153847,64.459
153848,66.962
153849,68.996
153850,70.717
153851,72.438
153852,74.472
153853,76.662
153854,79.166
153855,81.669
153856,84.016
153857,86.206
153858,87.927
153859,89.491
153860,90.587
153861,91.525
153862,92.151
153863,92.464
153864,92.308
153865,91.995
153866,91.056
153867,89.804
153868,88.083
153869,86.049
153870,83.703
153871,81.199
153872,78.853
153873,76.819
153874,75.254
153875,74.159
153876,73.220
153877,72.282
153878,71.030
153879,69.778
153880,68.683
153881,67.588
153882,66.806
153883,66.336
153884,65.867
153885,65.398
153886,64.928
153887,64.302
153888,63.833
153889,63.364
153890,62.894
153891,62.581
153892,62.269
153893,61.956
153894,61.643
153895,61.330
153896,61.173
153897,60.860
153898,60.704
153899,60.548
153900,60.391
153901,60.235
153902,60.078
153903,59.922
153904,59.765
153905,59.452
153906,59.296
153907,59.139
153908,58.827
153909,58.670
153910,58.357
153911,58.044
153912,57.731
153913,57.262
153914,56.793
153915,56.480
153916,56.010
153917,55.541
153918,55.228
153919,54.915
153920,54.602
153921,54.289
153922,54.133
153923,53.820
153924,53.664
153925,53.664
153926,54.133
153927,54.915
153928,56.480
153929,58.670
153930,61.486
153931,64.772
153932,67.744
153933,70.248
153934,72.125
153935,73.533
153936,74.941
153937,76.819
153938,79.009
153939,81.512
153940,84.329
153941,86.988
153942,89.648
153943,91.995
153944,93.872
153945,95.437
153946,96.688
153947,97.471
153948,97.940
153949,98.253
153950,97.940
153951,97.314
153952,96.375
153953,94.967
153954,93.246
153955,91.056
153956,88.396
153957,85.737
153958,83.233
153959,81.199
153960,79.478
153961,78.383
153962,77.445
153963,76.662
153964,75.724
153965,74.785
153966,73.690
153967,72.594
153968,71.812
153969,71.030
153970,70.248
153971,69.622
153972,68.996
153973,68.370
153974,67.588
153975,66.962
153976,66.336
153977,65.867
